id	short_content	full_content	authors	date	affiliations	url
466	Khiops: outil de préparation et modélisation des données pour la fouille des grandes bases de données	Khiops : outil de préparation et modélisation des donnée pour le fouille des grand base de donnée  Khiops être un outil de préparation des donnée et de modélisation pour le apprentissage superviser et non superviser . le outil permettre de évaluer de façon non paramétrique le corrélation entre tout type de variable dans le cas non superviser et le importance prédictif des variable et paire de variable dans le cas de le classification superviser . ce évaluation être effectuer au moyen de modèle de discrétisation dans le cas numérique et de groupement de valeur dans le cas catégoriel , ce qui permettre de rechercher un représentation des donnée efficace au moyen de un recodage des variable . le outil produire également un modèle de scoring pour le tâche de apprentissage superviser , selon un classifieur Bayesien naif avec sélection de variable et moyennage de modèle . le outil être adapter à le analyse des grand base de donnée , avec un centaine de millier de individu et des dizaine de millier de variable , et avoir permettre de participer avec succès à plusieurs challenge international récent . 	Marc Boullé	2008		1000598
467	La prise en compte de la dimension temporelle dans la classification de données	le prise en compte de le dimension temporel dans le classification de donnée  dans un contexte de ingénierie de le connaissance , le analyse des donnée relationnel évolutif être un question central . le représentation de ce type de donnée sous forme de graphe optimiser en faciliter le analyse et le interprétation par le utilisateur non expert . cependant , ce graphe pouvoir rapidement devenir trop complexe pour être étudier dans son globalité , ilimp falloir alors cla décomposer de manière à cll faciliter le lecture et le analyse . pour cela , un solution être de cla simplifier , dans un premier temps , en un graphe réduit dont le sommet représenter chacun un groupe distinct de sommet : acteur ou terme du domaine étudier . dans un second temps , ilimp falloir cla décomposer en instance ( un graphe par période ) afin de prendre en compte le dimension temporel . le plateforme de veille stratégique Tétralogie , développer dans son laboratoire , permettre de synthétiser le donnée relationnel évolutif sous forme de matrice de cooccurrence 3D et VisuGraph , son module de visualisation , permettre de cla représenter sous forme de graphe évolutif . VisuGraph assimiler le différent période à un repère temporel et chaque sommet être placer en fonction de son degré de appartenance aux différent période . ce prototype être aussi doter de un module de le classification interactif de donnée relationnel baser sur un technique de Markov Clustering , qui conduire à un visualisation sous forme de graphe réduit . cln proposer ici de prendre en compte le dimension temporel dans son processus de classification des donnée . ainsi , par le visualisation successif des différent instance , ilimp devenir plus facile de analyser le évolution des classe au niveau intrer mais aussi au niveau inter classe . 	Eloïse Loubier, Bernard Dousset	2008		1000653
468	Le FIA: un nouvel automate permettant l'extraction efficace d'itemsets fréquents dans les flots de données	le FIA : un nouveau automate permettre le extraction efficace de itemsets fréquent dans le flot de donnée  le FIA ( Frequent Itemset Automaton ) être un nouveau automate qui permettre de traiter de façon efficace le problématique de le extraction des itemsets fréquent dans le flot de donnée . ce structure de donnée être très compact et informatif , et cln présenter également un propriété incrémental intéressant pour le mise à jour avec un granularité très fin . le algorithme développer pour le mise à jour du FIA effectuer un unique passage sur le donnée qui être prendre en compte tout de abord par batch ( i.eevard , itemsedre par itemset ) , puis pour chaque itemset , item par item . cln montrer que dans le cadre de un approche prédictif et par le intermédiaire de le bordure statistique , le FIA permettre de indexer le itemsets véritablement fréquent du flot en maximiser le rappel et en fournir à tout moment un information sur le pertinence statistique des itemsets indexer avec le P-valeur . 	Jean-Emile Symphor, Alban Mancheron, Lionel Vinceslas, Pascal Poncelet	2008		1000568
469	Le forage de réseaux sociaux	le forage de réseau social  le exploitation des réseau social pour le extraction de connaissance ne être pas nouveau . le anthropologue , sociologue et épidémiologie clr être déjà pencher sur le question . ce être probablement le succès du moteur de recherche Google qui avoir vulgariser le utilisation des parcours aléatoire des réseau social pour le ordonnancement par pertinence . plusieurs application avoir depuis voir naissance . le découverte des communauté dans le réseau social être aussi un nouveau tendance de recherche très prisé . durant ce exposé cld parler de le analyse des réseau social , le découverte de communauté , et présenter quelque application dont le ordonnancement dans le base de donnée 	Osmar R. Zaïane	2008		1000549
470	Les cartes cognitives hiérarchiques	le carte cognitif hiérarchique  un carte cognitif fournir un représentation graphique de un réseau de influence entre un concept . le carte cognitif de dimension important avoir le inconvénient de être difficile à appréhender , interpréter et exploiter . ce article présenter un modèle de carte cognitif hiérarchique permettre au concepteur de effectuer un regroupement de concept qui être ensuite utiliser dans un mécanisme permettre à le utilisateur de obtenir un vue partiel et synthétique de un carte . 	Lionel Chauvin, David Genest, Stéphane Loiseau	2008		1000560
471	L'intelligence collective géospatiale au service du diagnostic de territoire : GEOdoc	le intelligence collectif géospatial au service du diagnostic de territoire : GEOdoc  le diagnostic de territoire constituer un étape obligatoire dans toutprojet de aménagement ou dans tout volonté politique de modifier durablementl'espace . le décideur politique devoir avoir un vision objectif des actionsà mener en fondant son réflexion sur un étude et des document ; que cln être à caractère géographique ou non . ilimp être donc fondamentald'améliorer le accès et le consultation , par le décideur stratégique , de ce quel'on pouvoir appeler un document géographique . le but de ce article être deprésenter certain concept et solution technologique qui pouvoir être utilisésafin de mieux organiser , de naviguer ( dans ) et de visualiser ce document . Ilpropose un mise en perspective commun de certains de ce approche , surlaquelle être fonder le conception de un premier maquette de un outil de visualisation ( et de navigation ) de document géographique nommer GEOdoc . 	Stéphane Roche, Benoit Kiene, Claude Caron	2008	@scg.ulaval.ca, @ign.fr, @usherbrooke.ca	1001231
472	Mesures hiérarchiques pondérées pour l'évaluation d'un système semi-automatique d'annotation de génomes utilisant des arbres de décision	mesure hiérarchique pondérer pour le évaluation de un système semi-automatique de annotation de génome utiliser un arbre de décision  le annotation de un protéine consister , entre autre , à cld attribuer un classe dans un hiérarchie fonctionnel . Celle -cus permettre de organiser le connaissance biologique et de utiliser un vocabulaire contrôler . pour estimer le pertinence des annotation , un mesure tel que le précision , le rappel , le spécificité et le Fscore être utiliser . cependant ce mesure ne être pas toujours bien adapté à le évaluation de donnée hiérarchique , car cln ne permettre pas de distinguer le erreur faire aux différent niveau de le hiérarchie . cln proposer ici un représentation formel pour le différent type de erreur adapter à son problème . 	Lucie Gentils, Jérôme Azé, Claire Toffano-Nioche, Valentin Loux, Anne Poupon, Jean-François Gibrat, Christine Froidevaux	2008		1000565
473	Méthodologie de définition de e-services pour la gestion des connaissances à partir d'un plateau de créativité : application au e-learning instrumental	méthodologie de définition de e-service pour le gestion des connaissance à partir de un plateau de créativité : application au e-learning instrumental  en clr appuyer sur le théorie de le activité , cln avoir mettre au point un méthodologie de gestion des connaissance à base de e-service sur un plateau de créativité viser à faire piloter le processus de fabrication métier par celui des usages . cln cla avoir tester avec le réalisation de un e-service de apprentissage instrumental de pièce de musique à le guitare ( E-guitare ) . 	David Grosser, Noël Conruyt, Olivier Sebastien	2008		1000591
474	Méthodologie d'Evaluation Intelligente des Concepts Ontologiques	méthodologie de Evaluation intelligent des concept Ontologiques  " un des problème majeur dans le gestion des ontologie être son évaluation . . ce article traiter le évaluation des concept ontologique qui être extrait de page Web . . pour cela , cln avoir proposer un méthodologie de évaluation des concept baser trois critère révélateur : " " le degré de crédibilité " " ; ; " " le degré de cohésion " " et " " le degré de éligibilité " " . . chaque critère correspondre à un apport de connaissance pour le tâche de évaluation . . son méthode de évaluation assurer un évaluation qualitatif grâce aux association de mots ainsi que un évaluation quantitatif par le biais des trois degré . . son résultat et discussion avec le expert et le utilisateur avoir montrer que son méthode faciliter le tâche de évaluation . " 	Lobna Karoui, Marie-Aude Aufaure	2008		1000566
475	Modélisation conceptuelle des trajectoires	modélisation conceptuel des trajectoire  un perception intelligent du mouvement de objet mobile ( personne , voiture , colis , etc. ) être à le base de nombreux application ( parexemple le suivi de un distribution postal à travers le monde , le optimisation dutrafic routier ou le étude de le migration de animal ) . le système de gestion debase de donnée actuel ne offrir ni le concept ni le fonction nécessaire àune analyse sémantique du mouvement , clr limiter au stockage et àl'interrogation de position spatial individuel , hors contexte temporel . Destravaux de recherche précédent avoir introduire et développer le concept de objetmobile ou spatio- temporel . dans ce article cln aller plus loin en proposantle concept de trajectoire comme unité sémantique de mouvement sur laquellesion construire le vision applicatif . cln proposer de décrire le trajectoire , auniveau conceptuel , avec son aspect géométrique , temporel et sémantiquesettre son composant structurel : point de départ , point de arrivée , arrêt etdéplacements intermédiaire . chaque élément , trajectoire , arrêt , déplacement , voire partie de déplacement , pouvoir recevoir un annotation sémantique sousforme de valeur de attribut ou de lien vers un objet de le base . le approchede modélisation décrire dans ce article être baser sur le patron demodélisation , qui permettre un solution générique pour modéliser lescaractéristique standard des trajectoire tout en être ouvrir auxcaractéristique spécifique à le application envisager . enfin , le implémentationdans un base de donnée relationnel étendre être présenter . 	Christine Parent, Stefano Spaccapietra, Christelle Vangenot, Maria-Luisa Damiani, José de Macedo, Fabio Porto	2008	@unil.ch, @epfl.ch, @dico.unimi.it	1001236
476	Nouvelle approche pour la recherche d'images par le contenu	nouveau approche pour le recherche de image par le contenu  cln utiliser le analyse factoriel des correspondance ( AFC ) pour le recherche de image par le contenu en clr inspirer directement de son utilisation en analyse des donnée textuel ( ADT ) . le AFC permettre ici de réduire le dimension du problème et de sélectionner un indicateur pertinent pour le recherche par le contenu . en ADT , le AFC être appliquer à un tableau de contingence croiser mots et document . le premier étape consister donc à définir un « mots visuel » dans le image ( analogue des mots dans le texte ) . ce mots être construire à partir un descripteur local ( SIFT ) un image . le méthode avoir être tester sur le base Caltech4 ( Sivic et alection , 2005 ) sur lequel cln fournir de meilleur résultat ( qualité des résultat de recherche et temps de exécution ) que un méthode plus classique comme TF  IDF  Rocchio ( Rocchio , 1971 ) ou pLSA ( Hofmann , 1999ma , 1999roblème ) . enfin , pour passer à le échelle et améliorer le qualité de recherche , cln proposer un nouveau prototype de recherche qui utiliser un fichier inverser baser sur le qualité de représentation des image sur le axe après avoir faire un AFC . chaque fichier inverser être associer à un partie de un axe ( positif ou négatif ) et contenir un image avoir un bon qualité de représentation sur ce axe . le test réaliser montrer que ce nouveau prototype réduire le temps de recherche sans perte de qualité de résultat et dans certain cas , améliorer le taux de précision par rapport à le méthode exhaustif . 	Nguyen-Khang Pham, Annie Morin	2008		1000636
477	Ontologies et raisonnement à partir de cas : Application à l'analyse des risques industriels	ontologie et raisonnement à partir de cas : application à le analyse des risque industriel  le analyse de risque être un processus viser à décrire le scénario conduire à un phénomène dangereux et à un accident potentiel sur un installation industriel . pour réaliser un analyse de risque , un expert disposer un nombreux ressource : rapport , étude de danger , base de accident , etc. ce ressource être cependant souvent difficile à exploiter parce que cln ne être pas suffisamment structurer ni formaliser . dans le cadre du projet KMGR ( Knowledge Management pour le gestion des risque ) , mener en partenariat avec le institut national de le environnement industriel et des risque ( INERIS ) , cln proposer de traiter ce problème en développer un système de recherche de information baser sur un ontologie , et de cla compléter par un système de raisonnement à partir de cas ( RàPC ) pour tenir compte des expérience passé . 	Amjad Abou Assali, Dominique Lenne, Bruno Debray	2008		1000595
478	Optimisation du Primal pour les SVM	optimisation du Primal pour le SVM  le apprentissage de SVM par optimisation direct du primal être très étudier depuis quelque temps car ilimp ouvrir un nouveau perspective notamment pour le traitement de donnée structurer . cln proposer un nouveau algorithme de ce type qui combiner de façon original un certain nombre de technique et idée comme le méthode du sous-gradient , le optimisation de fonction continu non partout différentiable , et un heuristique de shrinking . 	Trinh Minh Tri Do, Thierry Artières	2008		1000615
479	Optimisation incrémentale de réseaux de neurones RBF pour la régression via un algorithme évolutionnaire : RBF-Gene	optimisation incrémental de réseau de neurone RBF pour le régression via un algorithme évolutionnaire : RBF-Gene  le réseau de neurone RBF être de excellent régresseur . cln être cependant difficile à utiliser en raison du nombre de paramètre libre : nombre de neurone , poids des connexion , ... un algorithme évolutionnaire permettre de cla optimiser mais cln être peu nombreux et complexe . cln proposer ici un nouveau algorithme , RBF-Gene , qui permettre de optimiser le structure et le poids du réseau , grâce à un inspiration biologique . ilimp être compétitif avec le autre technique de régression mais surtout le évolution pouvoir choisir dynamiquement le nombre de neurone et le précision des différent paramètre . 	Virginie Lefort, Guillaume Beslon	2008		1000620
480	Pondération locale des variables en apprentissage numérique non-supervisé	pondération local des variable en apprentissage numérique non- superviser  dans ce article , cln proposer un nouveau approche de pondération des variable durant un processus de apprentissage non superviser . ce méthode clr baser sur le algorithme « batch » un carte auto- organisatrice . le estimation des coefficient de pondération clr faire en parallèle avec le classification automatique . ce pondération être local et associer à chaque référent de le carte auto- organisatrice . cln refléter le importance local de chaque variable pour le classification . le pondération local être utiliser pour le segmentation de le carte topologique permettre ainsi un découpage plus riche tenir compte des pertinence des variable . le résultat de le évaluation montrer que le approche proposer , comparer à un autre méthode de classification , offrir un segmentation plus fin de le carte et de meilleur qualité . 	Nistor Grozavu, Younès Bennani, Mustapha Lebbah	2008		1000619
481	Prétraitement des bases de données de réactions chimiques pour la fouille de schémas de réactions	Prétraitement un base de donnée de réaction chimique pour le fouille de schéma de réaction  un grand nombre de réaction chimique être aujourde hui répertorier dans un base de donnée . le chimiste aimer pouvoir fouiller le graphe moléculaire contenir dans ce donnée pour cll extraire un schéma de réaction fréquent . Deux obstacle clr opposer à cela : de un part le manière dont le chimiste représenter le réaction par un graphe ne permettre pas aux technique de fouille de graphe de extraire le schéma de réaction fréquent . de autre part le base de donnée contenir un description de réaction souvent incomplet , ambigu ou erroné . le présent article décrire un processus de prétraitement opérationnel qui permettre de filtrer , compléter puis transformer le contenu de un base de réaction en un donnée fiable constituer de graphe abstrait répondre au problème de le fouille de schéma de réaction . le processus placer ainsi le base de réaction à portée des technique de fouille de graphe comme cll attester le résultat expérimental . 	Frédéric Pennerath, Géraldine Polaillon, Amedeo Napoli	2008		1000652
482	Principes d'Analyse des données symboliques et application à la détection d'anomalies sur des ouvrages publics	principe de analyse des donnée symbolique et application à le détection de anomalie sur un ouvrage public  le analyse des donnée Symboliques avoir pour objectif de fournir un résultatscomplémentaire à celui fournir par le fouille de donnée classique encréant des concept issu de donnée simple ou complexe puis en analysantce concept par un description symbolique où le variable exprimer lavariation un instance de ce concept en prendre des valeur intervalle , histogramme , suite , munir de règle et de taxonomie , etc . 	Edwin Diday	2008		1001800
483	Processus d'acquisition d'un dictionnaire de sigles et de leurs définitions à partir d'un corpus	processus de acquisition de un dictionnaire de sigle et de son définition à partir de un corpus  le logiciel présenter dans ce article clr appuyer sur un approche de acquisition de sigle à partir de donnée textuel 	Vladislav Matviico, Nicolas Muret, Mathieu Roche	2008		1000599
484	Proposition d'une nouvelle approche de détection d'intrusions basée sur les règles associatives génériques de classification	proposition de un nouveau approche de détection de intrusion baser sur le règle associatif générique de classification  le système de détection de intrusion ( SDIs ) avoir pour objectif le sécurité des réseau informatique . dans ce papier , cln proposer un nouveau approche de détection de intrusion baser sur un règle associatif générique de classification pour améliorer le qualité de le détection de intrusion . 	Imen Brahmi, Sadok Ben Yahia, Yahya Slimani	2008		1000589
485	Proposition pour l'intégration de l'analyse spatiale et de l'analyse multidimensionnelle	proposition pour le intégration de le analyse spatial et de le analyse multidimensionnel  le introduction de le information spatial dans le modèlesmultidimensionnel avoir donner naissance au concept de Spatial OLAP ( SOLAP ) . dans ce article , cln montrer en quoi? le spécificité de le informationgéographique et de le analyse spatial ne être pas entièrement prendre en comptedan le analyse et le modèle multidimensionnel SOLAP . pour pallier ceslimites , cln proposer le concept de dimension géographique et décrire lesdifférent type de hiérarchie associer . cln proposer le introduction denouveaux opérateur qui permettre de adapter le opérateur de analyse spatialeau paradigme multidimensionnel . enfin , cln présenter son prototype quioffre un interface web de navigation spatial et multidimensionnel , etpermet le intégration de ce nouveau concept . 	Sandro Bimonte,  Anne Tchounikine, Maryvonne Miquel, Robert Laurini	2008	@imag.fr, @insa-lyon.fr	1001235
486	Recherche adaptative de structures de régulation génétique	recherche adaptatif de structure de régulation génétique  cln avoir proposer un algorithme original de fouille de Données , LICORN , afin de inférer un relation de régulation coopératif à partir de donnée de expression . LICORN donne de bon résultat se ilimp être appliquer à un donnée de levure , mais le passage à le échelle sur un donnée plus complexe ( e.g. , humain ) être difficile . dans ce article , cln proposer un extension de LICORN afin que ilimp pouvoir gérer un contrainte de co- régulation adaptatif . un évaluation préliminaire sur un donnée de transcriptome de tumeur de vessie montrer que le réseau significatif être obtenir à le aide de un contrainte de corégulation adaptatif de manière beaucoup plus efficace , et que cln avoir un performance de prédiction équivalent voire meilleur que celui obtenir par LICORN . 	Mohamed Elati, Céline Rouveirol	2008		1000631
487	Recherche de motifs spatio-temporels de cas atypiques pour le trafic routier urbain	recherche de motif spatio- temporel de cas atypique pour le trafic routier urbain  un large panel de domaine de application utiliser un réseau de capteur géoréférencé pour mesurer divers évènement . le série temporel fournir par ce réseau pouvoir être utiliser dans le but de dégager un connaissance sur le relation spatio- temporel de le activité mesuré . dans ce article , cln proposer un méthode permettre de abord de détecter un situation atypique ( au sens de le occurrence ) puis de construire un motif spatio- temporel relater son propagation sur un réseau . le cas étudier être celui du trafic routier urbain . son raisonnement clr fonder sur le application de le méthode Space-Time principal Component Analysis ( STPCA ) et de le combinaison entre le information mutuel et le algorithme Isomap . le résultat expérimental exécuter sur un donnée réel de trafic routier démontrer le efficacité de le méthode introduire à identifier le propagation de cas atypique fournir ainsi un outil performant de prédiction de le circulation intraday à court et moyen terme . 	Marc Joliveau, Florian De Vuyst	2008		1000640
488	Recherche d'images par noyaux sur graphes de régions	recherche de image par noyau sur graphe de région  dans le cadre de le recherche interactif de image dans un base de donnée , cln clr intéresser à un mesure de similarité de image qui permettre de améliorer le apprentissage et utilisable en temps réel lors de le recherche . le image être représenter sous le forme de graphe de adjacence de région flou . pour comparer un graphe valué cln employer un noyau de graphe clr appuyer sur un ensemble de chaîne , extraire des graphe comparé . cln proposer un cadre général permettre le emploi de différent noyau et différent type de chaîne ( sans cycle , avec boucle ) autoriser un appariement inexact . cln avoir effectuer un comparaison sur deux base issu de Columbia et Caltech et montrer que un chaîne de très faible dimension ( longueur inférieur à 3 ) être le plus efficace pour retrouver un classe de objet . 	Philippe-Henri Gosselin, Justine Lebrun, Sylvie Philipp-Foliguet	2008		1000634
489	Recherche d'information personnalisée dans les bibliothèques numériques scientifiques	recherche de information personnaliser dans le bibliothèque numérique scientifique  dans ce article cln présenter son travaux sur le recherche de information personnaliser dans le bibliothèque numérique . cln utiliser un profil utilisateur qui représenter un intérêt et des préférence des utilisateur . le résultat de recherche pouvoir être retrier en tenir compte des besoin de information spécifique de différent personne , ce qui donner un meilleur précision . cln étudier différent méthode baser sur le citation , sur le contenu textuel des document et des approche hybride . le résultat des expérimentation montrer que son approche être efficace et applicable dans le cadre des bibliothèque numérique . 	Thanh-Trung Van, Michel Beigbeder	2008		1000556
490	Requêtes alternatives dans le contexte d'un entrepôt de données génomiques	requête alternatif dans le contexte de un entrepôt de donnée génomique  afin de aider le biologiste à annoter un génome , ce qui nécessiter le analyse , le croisement , et le comparaison de donnée provenir de source divers , cln avoir concevoir un entrepôt de donnée de génomique microbien . cln présenter le structure global flexible de le entrepôt et son architecture multi-niveau et définir un correspondance entre ce niveau . cln introduire ensuite le notion de requête alternatif et montrer comment le système pouvoir construire le ensemble des requête alternatif à un requête initial . pour cela , cln introduire un mécanisme de interrogation qui reposer sur le architecture multi-niveau , et donner un algorithme de calcul des requête alternatif . 	Christine Froidevaux, Frédéric Lemoine	2008		1000557
491	Segmentation hiérarchique des cartes topologiques	segmentation hiérarchique des carte topologique  dans ce papier , cln présenter un nouveau mesure de similarité pour le classification des référent de le carte auto- organisatrice qui être réaliser à le aide de un nouveau approche de classification hiérarchique . ( 1 ) le mesure de similarité être composer de deux terme : le distance de Ward pondérer et le distance euclidien pondérer par le fonction de voisinage sur le carte topologique . ( 2 ) un algorithme à base de fourmi artificiel nommer AntTree être utiliser pour segmenter le carte auto- organisatrice . ce algorithme avoir le avantage de prendre en compte le voisinage entre le référent et de fournir un hiérarchie des référent avec un complexité proche du nlogarithme ( n ) . le segmentation inclure le nouveau mesure être valider sur plusieurs base de donnée public . 	Mustapha Lebbah, Hanane Azzag	2008		1000662
492	Semantics of Spatial Window over Spatio-Temporal Data Stream	dans le système DSMS ( Data Stream Management Systems ) , le donnée en entrée être infini et le requête sur celui -ci être actif tout le temps . dans le but de satisfaire ce caractéristique , le fenêtrage temporel être largement utiliser pour convertir le flux infini de donnée sous forme de relation fini . mais ce technique être inadapté pour un nombreux application émergent , en particulier le service de localisation . un nombreux requête ne pouvoir pas être traiter en utiliser le fenêtrage temporel , ou être traiter plus ecacement à le aide de un fenêtrage baser sur le espace ( fenêtrage spatial ) . dans ce article , cln analyser le nécessité de un fenêtrage spatial sur un flux de donnée spatio- temporel , et proposer , sur le base du langage de requête CQL ( Continuous Query Language ) , un syntaxe et un sémantique associer au fenêtrage spatial . 	Yi Yu, Talel Abdessalem	2008		1000570
493	Sémantique et Réutilisation d'ontologie générique	sémantique et réutilisation de ontologie générique  dans ce papier , cln enrichir le méthode Terminae de construction de ontologie à partir de texte en proposer un semi-automatisation de le construction du modèle conceptuel . cln présenter un algorithme permettre le conceptualisation de un terme en clr appuyer sur le information linguistique contenir dans le ontologie générique de référence . 	Sylvie Desprès, Sylvie Szulman	2008		1000563
494	SOM pour la Classification Automatique Non supervisée de Documents Textuels basés sur Wordnet	SOM pour le classification automatique non superviser de Documents Textuels baser sur Wordnet  dans ce article , cln proposer le méthode des SOM ( carte auto- organisatrice de Kohonen ) pour le classification non supervisé de document textuel baser sur le n-gramme . le même méthode baser sur le synsets de WordNet comme terme pour le représentation des document être étudier par le suite . ce combinaison être évaluer et comparer . 	Mimoun Malki, Abdelmalek Amine, Zakaria Elberrichi, Michel Simonet	2008		1000596
495	Stratégies de classification non supervisée basées sur fenêtres superposées : application aux données d'usage du Web	Stratégies de classification non superviser baser sur fenêtre superposé : application aux donnée de usage du Web  un problème majeur clr poser dans le domaine des flux de donnée : le distribution sous-jacent des donnée pouvoir changer sur le temps . dans ce article , cln proposer trois stratégie de classification non superviser baser sur un fenêtre superposer . son objectif être de pouvoir repérer ce changement dans le temps . son approche être appliquer sur un benchmark de donnée réel et le conclusion obtenir être baser sur deux indice de comparaison de partition . 	Alzennyr Da Silva, Yves Lechevallier	2008		1000592
496	Suppression des Itemsets Clés Non Essentiels en Classification basée sur les Règles d'Association	suppression des Itemsets Clés non Essentiels en Classification baser sur le règle de association  en classification baser sur le règle de association , le itemsets clé être essentiel : le suppression des itemsets non clé ne affecter pas le précision du classifieur en construction . ce travail montrer que parmi ce itemsets clé , cln pouvoir clr intéresser seulement à celui de petit taille . plus loin encore , ilimp étudier un généralisation de un propriété important des itemsets non clé et montrer que parmi le itemsets clé de petit taille , ilimp cll avoir celui qui ne être pas significatif pour le classification . ce itemsets clé être dire non essentiel . cln être définir via un test de 2 . le expérience mener sur le grand jeu de donnée montrer que le optimisation par le suppression de ce itemsets être correct et efficace . 	Viet Phan Luong	2008		1000626
497	Système multi-agent argumentatif pour la classification des connaissances cruciales	système multi-agent argumentatif pour le classification des connaissance crucial  dans ce article , cln proposer un approche multi-agent argumentatif permettre de automatiser le résolution des conflit entre décideur dans un système de aide à le identification des connaissance crucial nommer K-DSS . en effet , un divergence concernant le crucialité des connaissance pouvoir apparaître entre le décideur et aboutir ainsi à un incohérence dans le base commun de connaissance le rendre inexploitable . son objectif à travers ce travail être de proposer un approche argumentatif permettre de résoudre le conflit entre décideur . afin de concevoir ce approche , cln clr appuyer sur le théorie multi-agent pour représenter le acteur humain par un agent logiciel connaître son préférence et son règle de décision et pouvoir ainsi argumenter son choix ou mettre à jour son croyance en fonction des argument que cln recevoir un autre agent décideur . 	Inès Saad, Imène Brigui-Chtioui	2008		1000667
498	Un algorithme de classification topographique non supervisée à deux niveaux simultanés	un algorithme de classification topographique non superviser à deux niveau simultané  un des question le plus important pour le plupart des application réel de le classification être de déterminer un nombre approprié de groupe ( cluster ) . déterminer le nombre optimal de groupe être un problème difficile , puisque ilimp ne cll avoir pas un moyen simple pour connaître ce nombre sans connaissance avoir priori . dans ce article , cln proposer un nouveau algorithme de classification non superviser à deux niveau , appeler S2L-SOM ( Simultaneous Twolevel Clustering - Self Organizing Map ) , qui permettre de déterminer automatiquement le nombre optimal de groupe , pendant le apprentissage de un carte auto- organisatrice . le estimation du nombre correct de groupe être en relation avec le stabilité de le segmentation et le validité des groupe générer . pour mesurer ce stabilité cln utiliser un méthode de sous-échantillonnage . le principal avantage de le algorithme proposer , comparer aux méthode classique de classification , être que ilimp ne être pas limiter à le détection de groupe convexe , mais être capable de détecter un groupe de forme arbitraire . le validation expérimental de ce algorithme sur un ensemble de problème fondamental pour le classification montrer son supériorité sur le méthode standard de classification à deux niveau comme SOM + K-Moyennes et SOM + Hierarchical-Agglomerative-Clustering . 	Guénaël Cabanes, Younès Bennani	2008		1000661
499	Un cyber cartogramme gravitationnel pour l'analyse visuelle de données spatiotemporelles complexes	un cyber cartogramme gravitationnel pour le analyse visuel de donnée spatiotemporel complexe  le cartogramme présenter dans ce article être destiner à faciliterl'analyse visuel de donnée spatiotemporel complexe . pour cela , ilimp offreler possibilité de représenter simultanément le trois dimension nécessaire àtoute forme de analyse géographique que être le dimension spatial ( où ) , thématique ( quoi ) et temporel ( quand ) , à partir de trois composante principal : ( 1 ) un représentation unidimensionnel ( 1.D. ) de le espace géographiquede forme semi-circulaire centrer sur un origine ( exès le Canada ) ; ( 2 ) desentité géographique ( exès pays ) qui venir graviter autour de ce origineen fonction de valeur attributaire ; et ( 3 ) un ligne de temps interactif permettantd'explorer le dimension temporel de le information représenter . Lacombinaison de ce trois composante offrir de multiple potentialité pourl'analyr spatio- temporel de différent forme de proximité que cln soientéconomiquer , culturel , social ou démographique . le fonctionnalité etpotentialités de ce cartogramme développer en source ouvert être illustrer àpartir de exemple issu de le atlas cybercartographique du commerce canadien . ce article reprendre le grand ligne de un communication présenter lors de laconférence SAGEO 2007 . 	Sébastien Caquard, Jean-Pierre Fiset	2008	@connect.carleton.ca	1001229
500	Un modèle d'espace vectoriel de concepts pour noyaux sémantiques	un modèle de espace vectoriel de concept pour noyau sémantique  le noyau avoir être largement utiliser pour le traitement de donnée textuel comme mesure de similarité pour un algorithme tel que le séparateur à VasteMarge ( SVM ) . le modèle de le espace vectoriel ( VSM ) avoir être amplement utiliser pour le représentation spatial des document . cependant , le VSM être un représentation purement statistique . dans ce papier , cln présenter un modèle de espace vectoriel de concept ( CVSM ) qui clr baser sur un connaissance linguistique avoir priori pour capturer le sens des document . cln proposer aussi un noyau linéaire et un noyau latent pour ce espace . le noyau linéaire exploiter le concept linguistique pour le extraction du sens alors que le noyau latent combiner le concept statistique et linguistique . en effet , le noyau latent utiliser un concept latent extrait par le analyse sémantique latent ( LSA ) dans le CVSM . le noyau être évaluer sur un tâche de catégorisation de texte dans le domaine biomédical . le corpus Ohsumed , bien connaître pour son difficulté de catégorisation , avoir être utiliser . le résultat avoir montrer que le performance de catégorisation être améliorer dans le CSVM . 	Sujeevan Aseervatham	2008		1000659
501	Un modèle et une algèbre pour les systèmes de gestion d'ontologies	un modèle et un algèbre pour le système de gestion de ontologie  cln présenter ici un approche pour le gestion de base de ontologie baser sur un modèle comprendre , outre le définition formel des concept ( sous forme de axiome de logique de description ) , un autre élément descriptif ( terme , commentaire et argument ) , ainsi que son lien de alignement avec un concept de autre ontologie . le adaptation ou le combinaison de ontologie clr faire grâce à un algèbre comprendre un opération tel que le sélection , le projection , le union ou le jointure de ontologie . ce opération agir au niveau des axiome , un élément descriptif et des lien de alignement . 	Gilles Falquet, Claire-Lise Mottaz Jiang, Jacques Guyot	2008		1000670
502	Un nouveau système immunitaire artificiel pour l'apprentissage non supervisé	un nouveau système immunitaire artificiel pour le apprentissage non superviser  cln proposer dans ce papier un nouveau système immunitaire artificiel ( SIA ) appeler système NK , pour le détection de comportement du lui non lui avec un approche non supervisé baser sur le mécanisme de cellule NK ( Naturel Killer ) . dans ce papier , le système NK être appliquer à le détection de fraude en téléphonie mobile . 	Rachid Elmeziane, Ilham Berrada, Ismail Kassou	2008		1000585
